age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,addiction_level,productivity_score
30,3.63,2.4,3.46,8.42,46,100,50,58.82
35,3.84,2.55,0.45,6.72,226,97.47,50,31.01
21,4.02,2.09,4.7,4.2,241,100,50,45.59
18,5.87,4.95,6.05,8.6,269,100,50,46.55
15,2.51,1.51,3.31,6.45,227,100,0,53.95
19,,3.46,3.36,8.34,128,100,50,59.69
37,7.12,6.4,0.71,8.28,80,98.26,100,0
24,6.83,4.07,1.62,8.08,141,100,50,25.15
36,5.83,2.37,1.24,4.31,258,98.71,50,7.54
19,10.39,6.32,3.85,5.24,125,81.21,100,0.86
18,3.45,2.72,4.23,8.38,298,100,50,47.11
16,7.06,5.41,7.59,8.49,55,100,100,89.34
34,2.62,2.03,0.59,6.29,57,100,50,
24,2.71,1.96,4.8,6.2,91,100,0,64.84
33,7.74,3.5,4.21,4.88,75,100,50,21.33
15,7.66,6.26,4.13,8.84,186,100,100,36.58
38,10.78,9.01,6.99,5.07,240,85.2,100,27.13
19,7.58,3.16,1.64,4.95,95,100,,0
27,11.6,4.39,0.33,7.3,229,97.58,50,0
18,2.49,2.2,5.38,5.21,230,100,50,65.43
30,2.98,2.45,2.76,8.69,247,100,50,52.77
38,2.44,2.04,0.14,4.05,244,93,50,4.41
30,3.85,3.2,2.01,4.03,273,98.55,50,6.9
37,7.41,4.63,2.47,6.52,175,92.71,50,25.87
16,8.46,5.82,4.93,6.44,168,98.12,100,31.51
31,2.46,1.54,,4.82,298,100,0,22.17
34,,3.79,3.3,,250,100,50,30.96
38,10.42,7.79,3.86,6.06,209,87.59,100,0
26,4.97,3,3.67,8.45,244,100,50,38.41
32,2.77,1.91,7.79,4.05,84,100,0,65.83
17,3.7,2.23,0.36,8.88,127,100,50,22.53
15,3.27,1.95,7.61,7.12,99,100,0,100
15,3.23,1.3,4.66,4.76,152,100,0,58.83
33,7.19,3.36,6.37,4.23,193,100,50,51.86
25,4.46,1.76,3.44,6.69,83,100,0,64.87
19,5.58,2.33,3.63,5.17,229,100,50,33.61
26,11.9,10.52,7.03,5.51,117,83.1,100,15.77
17,8.84,3.46,7.17,5.23,191,100,50,61.03
15,11.49,,1.91,7.25,108,96.65,100,0
,3.43,2.24,1.59,6.77,245,100,50,16.95
22,5.82,3.88,3.97,4.39,162,,50,17.96
24,7.55,2.96,7.2,6.63,215,100,50,60.8
25,2.77,2.15,2.58,7.96,198,100,50,40.94
26,2.04,1.57,5.22,4.41,73,100,,52.08
27,8.7,3.85,5.67,8.45,215,100,50,76.67
26,8.42,3.98,6.23,6.89,236,100,50,55.49
28,6.11,5.27,4.51,8.75,44,100,100,37
16,,5.49,3.22,4.74,86,97.72,100,0
33,6.15,4.42,7.74,8.97,182,100,50,70.21
32,2.24,0.78,4.89,7.22,131,100,0,83.61
17,5.35,2.95,5.83,6.84,225,100,50,71.8
37,,2.4,2.76,6.58,156,99.62,50,16.65
31,2.98,1.23,5.36,4.12,298,100,0,77.05
22,11.57,6.58,2.06,8.7,184,88.11,100,6.71
24,7.99,5.28,1.96,7.22,290,86.57,100,14.98
,9.29,4.61,5.72,4.46,247,100,50,27.19
33,5.15,3.96,4.17,4.1,146,98.47,50,16.3
23,5.93,4.77,5.47,4.25,289,95.86,50,26.64
21,,2.16,2.16,7.05,267,100,50,35.31
18,2.97,2.39,4.79,7.07,55,100,50,64.67
35,3.79,1.37,3.55,6.5,174,100,0,63.51
32,9.98,8.01,4.78,5.53,164,74.67,100,0
27,8.78,3.44,2.33,6.66,279,100,50,29.78
25,7.47,,5.72,6.58,38,100,50,73.22
38,6.75,,6.45,4.1,77,100,50,48.85
18,11.22,6.54,2.08,,282,76.04,100,0
39,2.73,2.31,2.4,4.27,55,100,50,17.24
35,4.81,2.49,5.29,8.5,230,100,50,74.96
39,5.5,2.6,5.56,7.63,167,100,50,43.38
18,9.82,5.9,5.63,8.98,121,100,100,31.4
24,11.93,6.84,5.46,5.51,95,100,100,29.18
19,4.41,2.23,3.14,8.39,87,100,50,58.52
23,10.74,7.69,3.16,7.02,85,90.54,100,0
38,10.31,7.79,2.04,6.27,241,73.16,100,0
17,4.25,3.45,1.25,5.11,170,99.13,50,14.86
31,5.99,5.29,5.54,7.69,293,100,100,51.61
17,6.1,2.81,0.75,8.52,297,93.9,50,15.31
30,11.78,8.6,7.5,5.18,87,97.78,100,17.21
18,3.81,2.04,6.61,4.88,254,100,50,81.31
32,9.99,7.06,6.86,7.48,222,97.44,100,29.99
31,5.34,3.13,7.25,8.88,252,100,50,91.06
21,9.31,8.34,3.27,7.75,182,83.54,100,11.27
38,6.2,4.57,6.77,5.42,117,100,50,54.66
37,7.78,6.78,1.26,6.1,28,86.98,100,0
19,10.33,8.27,0.17,5.92,268,65.52,100,0
26,10.04,8.45,6.28,8.26,246,91.77,100,29.74
31,10.66,8.41,0.6,7.86,260,70.06,100,0
37,2.6,1.5,7.91,6.94,94,100,0,100
27,8.92,4.02,5.4,5.37,36,100,50,27.35
37,3.4,1.78,6.03,8.69,70,100,0,70.64
,6.16,1.92,1.97,7.27,247,100,0,34.59
17,7.49,4.6,5.39,8.85,213,100,,63.36
23,6.03,3.64,0.35,6.9,299,90.21,50,0
31,7.2,4.43,,8.11,257,100,50,74.91
31,11.97,10.59,1.36,8.07,290,57.26,100,
34,3.35,2.84,5.58,5.69,176,100,,78.03
30,8.75,3.47,1.8,8.82,273,91.87,50,12.84
39,5.96,3.11,0.55,4.11,137,96.55,50,0
36,3.33,1.85,3.85,7.84,69,100,0,74.34
27,3.59,,1.35,8.83,297,100,0,31.36
33,11.49,8.95,5.84,5.69,71,90.84,100,22.62
31,10.8,6.64,1.9,,200,81.12,100,0
18,11.07,7.12,2.74,6.81,50,95.77,100,0
26,11.92,9.68,4.54,7.81,265,76.93,100,5.04
23,4.08,3.2,2.28,8.33,,100,50,21.2
,5.55,2.11,3.02,7.02,50,100,50,34.79
26,8.69,6.33,6.52,8.08,121,100,100,50.22
23,6.84,3.84,1.43,5.56,249,95.41,50,17.09
21,6.18,2.95,0.66,5.14,116,100,50,8.89
28,5.58,1.84,2.63,6.15,86,100,0,37.67
34,7.94,4.7,3.4,7.39,211,100,50,28.67
33,7.76,3.98,4.34,4.94,230,97.08,50,11.96
29,3.61,1.63,2.98,7.4,156,100,0,43.28
30,,4.82,6.32,5.97,203,100,50,52.81
35,7.53,5.74,0.31,7.98,75,91.3,100,0
19,7.7,3.44,3.45,4.18,269,94.22,50,25.93
17,4.1,1.35,3.06,7.34,79,100,0,61.14
26,9.42,7.62,5.18,7.25,147,95.33,100,
39,2.25,0.69,7.73,8.7,224,100,0,83.42
34,5.55,4.79,4.08,7.57,233,100,50,36.7
35,9.8,6.63,7.9,7.98,146,100,100,56.61
18,7.64,3.77,2.42,8.52,91,100,50,30.04
35,4.61,2.06,0.25,7.38,235,100,50,12.15
37,8.95,2.73,1.33,5.45,109,100,50,18.36
30,7.67,3.38,3.16,8.35,,100,50,24.05
39,9.96,3.81,2.53,7.74,252,100,50,8.8
21,9.35,6.24,0.78,6.12,82,89.82,100,0
27,8.1,3.24,3.46,7.55,266,100,50,47.65
35,6.88,4.25,2.7,8.34,154,100,50,25.71
24,3.33,2.18,0.98,8.88,21,100,50,41.18
21,4.61,2.21,2.37,8.76,180,100,50,49.22
28,6.19,1.99,7.09,5.63,159,100,0,82.33
19,7.99,2.58,2.42,6.11,221,100,50,32.75
17,7.14,2.25,5.71,4.55,144,100,50,52.31
37,4.88,3.63,4.9,5.24,101,100,50,49.82
,2.06,1.01,3.42,8.41,183,100,0,66.5
25,6.96,5.41,,5.8,259,81.08,100,0
32,4.86,2.72,2.95,7.1,232,100,50,36.87
29,9.35,5.35,4.74,7.33,168,100,100,34.72
26,2.24,1.36,2.81,7.91,91,100,,58.67
23,7.85,5.71,1.72,4.91,122,87.75,100,0
24,11.41,5.3,0.93,5.52,202,85.38,100,0
26,3.74,1.39,7.04,6.24,203,100,0,99.95
,6.72,4.26,3.52,5.82,32,100,50,35.34
20,2.91,1.44,5,8.91,251,100,,75.91
21,8.26,4.67,3.92,8.17,169,100,50,26.43
28,7.51,5.17,6.98,6.4,282,100,100,53.19
27,6.07,3.62,4.38,8.4,43,100,50,47.02
22,7.21,4.85,3.85,5.74,208,93.22,,5.63
24,10.97,6.87,7.4,7.93,152,100,100,50.06
23,3.96,2.95,5.76,5.12,69,100,50,54.08
32,2.23,1.61,0.89,7.86,202,100,0,39.56
16,10.62,6.59,1.42,6.28,45,84.18,100,1.27
19,7.77,5.5,6.3,4.54,157,100,100,43.68
19,10.91,8.99,6.69,5.37,30,89.29,100,20.05
20,7.97,4.46,4.36,6.01,121,100,50,33.6
33,10.1,5.53,4.44,7.75,30,100,100,43.56
22,6.3,4.78,5.06,4.36,131,100,50,36.66
30,9.5,6.17,3.51,7.3,113,100,100,22.41
27,11.13,3.81,5.44,7.58,279,100,50,58.54
15,7.72,6.45,0.87,7.27,277,74.73,100,0
36,3.81,1.21,7.69,7.8,186,100,0,97.82
34,4.69,3.51,6,4.89,228,100,50,27.33
31,3.99,3.01,5.05,6.94,64,100,50,55.8
21,4.47,3.9,2.53,8.71,224,,50,23.7
39,5.06,1.68,1.29,7.05,61,100,0,33.85
27,7.55,4.97,3.27,7.06,119,100,50,17.91
18,7.88,4.39,5.29,7.68,291,100,50,48.82
18,6.26,3.12,5.07,5.67,25,100,50,34.69
20,8.15,2.89,3.06,7.5,,100,50,33.51
33,2.82,1.8,4.91,8.58,272,100,0,62.29
26,2.88,1.69,6.51,4.05,95,100,0,58.48
36,3.72,1.35,0.21,8.35,61,100,0,62.4
21,7.18,4.79,3.6,5.09,287,93.66,50,0
24,4.14,3.08,6.07,6.28,236,100,50,67.13
33,4.83,3.67,4.37,8.26,83,100,50,63.11
21,6,5.06,5.21,8.12,198,100,100,41.87
17,10.12,5.52,4.13,8.46,48,100,100,41.32
27,2.14,1.87,7.93,8.7,294,100,0,100
,8.49,6.96,0.44,6.24,235,73.64,100,0
32,8.69,4.15,3.93,7.28,73,100,50,22.65
34,9.99,3.95,0.73,5.95,99,100,50,6.55
22,11.33,6.36,1.28,5.75,213,69.86,100,0
23,2.2,1.19,3.06,6.16,219,100,0,65.95
21,3.54,2.28,1.24,7.72,32,100,50,18.01
15,10.86,7.06,7.71,6.51,241,99.16,100,44.22
17,6.59,4.94,7.57,8.07,212,100,50,69.89
27,7.65,4.64,2.69,7.73,259,100,50,19.66
39,8.63,3.13,5.12,4.1,289,100,50,21.26
31,8.79,7.16,4.27,7.15,118,100,100,28.65
39,11.32,5.5,6.52,6.18,239,100,100,54.9
38,11.97,10.57,5.02,6.28,123,80.79,100,0
15,9.2,3.41,0,8.09,84,94.63,50,6.4
20,4.87,4.26,6.11,6.74,164,100,50,53.64
35,10.8,3.83,5.97,8.43,57,100,50,66.64
20,2.49,1.09,4.08,7.56,,100,0,54.56
26,4.31,1.41,7.22,6.76,256,100,0,94.05
27,10.97,7.93,7.27,7.77,145,100,100,44
27,4.56,3.69,4.19,4.19,104,100,50,37.08
29,4.21,2.36,4.86,4.14,256,100,50,45.33
35,3.38,2.9,7.97,4.42,265,100,50,60.6
30,10.59,6.93,2.39,6.19,285,79.39,100,0
36,7,4.75,2.6,5.18,268,95.82,50,19
35,8.75,7.06,1.46,8.92,224,88.46,100,1.6
25,4.39,2.1,7.17,6.71,247,100,50,77.24
19,9.58,4.91,5.96,,259,100,50,54.7
18,9.6,8.1,0.85,5.39,92,79.54,100,0
17,5.13,4.31,7.85,5.61,178,100,50,77.59
33,6.11,5.41,5.85,5.68,231,100,100,23.11
34,4.1,3.45,6.8,,155,100,,75.17
39,11.77,4.43,0.39,6.37,183,88.78,50,0
32,8.46,6.72,4.04,6.59,156,89.01,100,15.04
29,11.35,6.2,5.59,6.96,190,99.49,100,41.91
23,5.03,4.5,4.34,7.84,171,100,50,51.48
31,9.82,5.73,5.33,4.45,184,99.85,100,20.07
28,9.66,6.11,6.54,7.88,123,100,100,32.32
29,8.92,5.51,2.99,6.82,241,98.43,100,0
15,11.66,5.75,6.79,7.35,,100,100,50.39
35,5.94,2.05,1.3,5.64,239,100,50,17.97
36,3.31,2.77,2.17,6.05,192,100,50,27.78
36,8.72,6.82,0.35,5.16,115,81.81,100,0
17,9.29,3.56,2.92,8.9,71,100,50,52
30,7.75,5.94,3.04,6.49,113,92.8,100,29.96
37,4.07,,6.44,8.98,83,100,50,85.77
39,7.04,3.84,5.23,6.45,40,100,50,56.24
25,5.12,2.32,3.49,5.1,125,100,50,30.44
26,6.27,5.12,5.22,6.54,219,100,100,37.92
24,8.45,6.08,0.42,4.2,119,77.27,100,0
30,9.45,5.94,1.44,8.52,46,100,100,9.64
22,4.32,2.88,5.02,8.09,264,100,50,52.18
20,6.05,2.15,5.13,7.63,82,100,50,71.44
26,4.69,2.74,6.19,7.05,57,100,50,74.44
38,3.99,1.66,3.22,6.9,146,100,0,52.21
35,9.83,4.18,5.78,8.98,90,100,50,62.55
22,11.09,7.73,5.47,5.39,153,91.2,100,
18,5.7,4.83,7.71,7.9,272,100,50,91.57
22,9.51,5.16,1.72,6.91,32,99.04,100,10.06
32,10.97,4.66,4.41,8.88,193,100,50,56.14
19,10.46,7.21,4.81,8.14,109,99.9,100,42.1
,3.83,3.15,7.99,8.99,226,100,50,78.34
18,11.56,8.66,1.61,6.94,81,74.31,100,0
36,5.77,4.74,4.19,5.02,58,98.19,50,25.8
31,5.39,3.35,2.77,6.52,79,100,50,51.27
23,2.62,1.97,4.21,7.56,124,100,0,79.25
15,6.86,2.63,1.86,7.87,258,100,50,14.63
35,3.09,1.57,0.38,,146,95.16,0,0
34,4.49,2.4,4.58,6.53,102,100,50,68.44
27,5.17,3.14,2.69,5.18,239,92.12,50,15.29
30,10.09,8.65,1.46,8.37,124,79.93,100,0
27,10.75,8.86,2.59,4.76,93,75.8,100,0
28,5.02,1.91,0.39,7.33,154,100,0,9.94
17,10.59,4.27,7.6,5.33,81,100,50,79.1
20,10.57,5.44,4.65,5.78,20,100,100,24.01
32,9.65,4.58,6.52,8.7,98,100,50,67.82
33,3.47,2.32,3.38,5.2,84,100,50,27.37
19,8.9,7.49,7.23,4.48,202,94.78,100,17.61
29,11.45,10.05,3.87,4.35,85,78.31,100,
39,8.83,6.11,4.59,6.52,227,93.03,100,13.3
,5.32,4.27,3.93,7.21,73,100,50,54.08
24,7.01,4.31,5.87,5.64,240,100,50,52.11
38,8.46,3.6,4.53,7.45,255,100,50,54.03
32,7.11,4.37,2.17,4.31,119,98.12,50,1.79
27,3.2,2.03,1.16,8.29,122,100,50,30.5
19,5.12,3.82,4.85,8.08,201,100,50,56.75
37,10.02,4.33,3.91,8.93,127,100,50,18.26
38,10.61,5.53,0.77,8.68,31,89.33,100,1.38
15,3.37,1.75,,5.78,105,100,0,25.15
36,11.52,10.09,4.12,6,233,67.05,100,0
15,5.29,3,6.62,7.73,63,100,50,67.39
32,8.62,6.49,0.61,4.67,97,79.03,100,0
29,9.52,7.14,2.79,5.57,74,90.76,100,0
31,10.12,4.65,6.58,4.59,291,100,50,57.09
25,11.46,7.37,5.19,6.27,90,100,100,44.2
35,5.13,4.29,2.32,6.76,87,100,50,29.24
39,10.59,6.2,6.76,5.06,199,100,100,47.06
36,3.32,2.88,3.95,4.13,193,100,50,30.89
31,9.05,3.88,3.99,7.6,188,100,50,34.94
,9.42,3.25,7.81,4.1,280,100,50,44.93
15,8.78,7.33,7.58,8.87,144,100,100,59.01
16,4.52,3.65,2.87,5.11,150,98.76,50,17.54
23,10.73,9.61,1.12,7.32,253,57.25,100,0
17,3.69,2.61,2.61,6.17,173,100,50,23.77
15,2.54,2.19,0.24,4.3,144,95.53,50,0
35,9.17,7.3,0.17,6.36,119,76.95,100,0
30,6.75,5.44,3.16,6.58,72,96.57,100,34.14
37,10.49,6.73,7.53,8.27,147,100,100,77.75
20,5.83,3.09,6.97,7.66,33,100,50,66.57
31,3.68,,,4.4,24,100,50,30.12
19,10.36,5.79,4.52,5.05,269,92.17,100,0
19,7.49,4.67,0.05,5.56,46,89.67,50,0
20,3.89,2.21,1.72,4.58,144,100,50,18.97
17,9.2,5.88,0.2,6.28,48,89.12,100,0
35,7.11,4.14,6.04,8.92,22,100,50,66.18
37,8.04,2.64,1.17,6.57,247,94.57,50,18.47
19,6.61,5.48,6.95,7.71,156,100,100,66.04
35,10.29,5.83,5.15,7.41,276,100,100,40.57
19,10.3,6.73,1.84,8.25,259,89.12,100,10.24
24,9.09,3.49,1.26,5.08,298,92.59,50,0
24,3.05,0.92,5.02,7.77,179,100,0,70.47
33,10.39,4.65,7.21,8.41,,100,50,85.73
31,8.71,6.3,5.75,4.86,162,94.45,100,20.92
35,8.97,3.22,2.79,5.73,200,100,50,22.65
28,5.63,4.76,4.7,8.85,49,100,50,46.22
23,10.79,4.63,2.49,7.9,272,88.58,50,36.18
28,9.25,3.91,7.99,5.41,59,100,50,79.75
15,3.13,1.28,5.99,6.82,206,100,0,66.23
,6.08,1.88,4.92,6.02,246,100,0,56.87
27,10.86,8.29,3.39,6.45,239,72.61,100,0
27,2.47,2.04,4.95,5.78,62,100,50,48.99
18,11.61,7.76,2.73,5.4,163,82.75,100,0
15,8.79,3.63,0.23,7.37,297,94.77,50,0
31,8.31,3.92,3.16,7.89,193,100,50,21.65
22,4.71,2.76,7.44,8.37,266,,50,
16,4.49,3.92,5.01,4.78,192,100,50,50.57
22,11.42,5.12,0.67,8.11,60,97.22,100,0
21,4.98,3.68,7.08,5.27,69,100,50,75.72
16,9.76,5.5,2.15,6.14,199,89.63,,8.8
36,5.93,2.84,1.95,8.51,178,100,50,27.76
36,3.39,1.94,2.38,6.27,56,100,0,42.94
17,2.11,0.72,4.62,4.99,46,100,0,67.29
32,7.44,5.8,4.36,4.8,275,97.23,100,22.02
26,11.76,5.24,,6.36,297,93.5,100,22.02
15,5.69,4.18,5.74,7.81,268,100,50,51.65
36,5.57,1.9,2.53,8.99,200,100,0,62.29
26,5.44,4.75,6.26,7.94,36,100,50,70.53
,7.21,3,1.4,8.39,144,100,50,21.2
39,6.41,5.32,6.26,,231,100,100,50.05
31,10.8,8.49,5.31,8.48,256,90.73,100,32.9
30,7.06,6.22,5.47,4.38,219,100,100,35.26
29,7.08,4.15,3.85,8.65,200,100,50,40.77
37,3.38,2.49,5.34,5.98,149,100,50,63.79
29,11.83,6.18,0.64,8.61,140,84.58,,0
19,,1.85,6.81,4.38,206,100,0,58.02
35,2.73,1.54,0.44,7.58,246,100,0,27.7
28,8.63,3.45,1.19,7.68,181,96.35,50,0
16,7.95,7.07,4.61,8.98,131,100,100,39.61
,6.15,2.2,5.92,7.84,153,100,50,81.42
33,6.22,4.06,0.61,5.91,205,88.8,50,0
21,9.85,6.66,7.37,6.79,194,100,100,38.9
20,3.96,2.47,7.79,5.83,280,100,50,61.28
16,10.2,7.11,4.85,4.98,288,92.81,100,0
20,8.49,3.14,3.85,5.24,243,100,50,33.63
32,6.19,3.92,5.93,5.11,271,100,50,62.78
16,6.58,3.11,2.63,6.74,83,100,50,37.8
32,4.57,3.95,3.95,8.53,143,100,50,42.46
29,9.52,7.21,7.33,8.56,89,100,100,62.92
33,7.13,6.3,7.65,4.27,257,99.82,100,45.94
16,,1.68,7.42,4.4,94,100,0,94.41
34,7.96,3.75,2.1,5.23,29,100,50,24.66
39,11.96,4.99,1.86,5.28,287,83.14,50,0
20,6.35,1.95,2.38,4.47,107,100,0,12.28
15,11.21,4.99,3.53,5.94,69,98.82,50,36.51
38,5.45,3.85,2.51,6.94,162,100,50,
29,2.55,1.12,2.99,6.89,78,100,0,44.16
37,4.04,2.45,4.97,6.72,230,,50,36.96
24,6.19,5.15,,5.69,91,100,100,34.02
33,4.2,3.01,5.88,7.53,263,100,50,68.5
31,2,1.07,6.52,8.13,258,100,0,85.66
19,11.15,5.84,0.26,5.73,209,82.26,100,0
18,10.44,5.99,0.38,4.43,69,82.5,100,0
24,9.42,3.83,6.32,5.48,224,100,50,31.89
38,3.68,2.5,4.26,4.69,73,100,50,33.68
31,3.2,1.66,4.63,6.34,243,100,0,58.82
24,2.68,2.17,0.42,4.78,175,94.15,50,20.29
31,9.24,6.97,2.04,6.31,70,84.6,100,0
34,11.29,7.52,5.11,5.11,260,89.55,100,10.94
38,6.31,3.27,6.87,7.69,180,100,50,64.69
19,3.19,1.36,7.34,4.14,148,100,0,77.94
16,7.12,5.45,4,6.77,104,94.6,100,28.51
20,5.49,3.25,4.36,4.85,88,100,50,35.96
35,5.75,2.5,6.66,4,74,100,50,80.76
16,8.21,3.42,4.3,8.35,104,100,50,66.17
27,9.19,3.67,4.13,7.36,99,100,50,42.58
25,3.11,2.38,7.24,4.49,239,100,50,66.03
25,2.36,1.03,6.32,7.32,129,100,0,
30,11.94,7.35,7.27,7.06,272,100,100,41.52
25,4.33,2.47,1.75,6.37,183,100,50,24.23
33,2.54,1.65,4.2,6.1,122,100,,48.77
29,3.9,3.22,6.74,8.44,132,100,50,85.87
39,2.39,1.96,0.89,5.23,271,88.87,0,4.84
37,5.92,3.38,6.36,5.99,171,100,50,54.98
37,10.02,3.1,1.46,5.65,270,89.69,50,12.84
30,5.41,3.01,6.46,7.86,107,100,50,78.01
25,6.44,4.27,4.9,8.58,119,100,50,54.51
36,8.76,,1.55,8.25,139,89.77,100,0
30,7.09,4.9,3.79,7.99,223,96,50,34.34
22,10.61,4.16,5.46,8.93,168,100,50,40.86
18,10.66,7.33,5.07,7.49,220,98.98,100,33.13
22,2.1,0.86,3.42,7.76,22,100,0,59.92
18,9.78,7.34,7.19,8.91,87,100,100,56.71
38,6.61,3.33,4.15,4.03,173,100,50,24.01
39,11.89,8.63,4.05,7.17,201,83.31,100,4.36
17,6.83,2.25,0.5,7.69,32,100,50,12.44
17,11.87,6.47,7.38,8.59,208,100,100,77.26
32,9.55,6.9,1.42,8.42,39,100,100,0
33,4.49,1.96,4.23,8.21,29,100,0,75.56
33,7.38,5.74,6.43,8.73,207,100,100,44.67
35,11.92,8.09,1.72,6.69,38,79.77,100,0
19,10.58,6.9,4.22,4.03,162,90.3,100,0
32,2.97,1.52,1.93,4.06,122,100,0,17.81
24,9.06,5.34,6.08,6.72,260,100,100,48.11
,5.46,3.59,4.51,6.18,171,100,50,46.82
35,2.07,1.21,6.85,6.26,291,100,0,85.47
20,6.03,4.34,7.16,6,207,100,50,51.95
15,4.35,2.44,5.19,8.59,229,100,50,69.76
19,10.19,4.29,5.8,5.8,196,100,50,38.34
23,5.37,2.3,4.39,8.28,213,100,50,75.17
26,10.28,3.12,3.08,8.51,196,100,50,33.25
28,2.01,0.97,5.18,6.5,,100,0,69.27
16,5.08,3.81,7.27,6.23,21,100,50,73.32
31,4.41,3.42,3.33,7.81,290,100,50,26.08
28,4.34,1.83,2.52,7.54,79,100,0,52.23
27,2.68,2.35,3.11,5.64,62,100,50,49.78
23,3.87,2.33,3.48,4.51,112,100,50,26.52
39,7.56,6.43,0.59,5.32,245,74.62,100,0
29,4.91,3.56,3.99,4.66,82,100,50,44.2
39,6.17,4.53,3.95,5.47,299,90.8,50,23.09
36,5.77,2.03,4.71,5.31,33,100,50,54.22
29,10.76,4.65,2.9,7.19,47,100,50,
38,11.05,3.37,4.9,8.77,161,100,50,57.37
25,6.93,5.06,7.03,7.43,127,100,100,61.7
30,5.3,2.69,7.64,8.63,97,100,50,100
,3.07,2.37,4.67,7.92,266,100,50,59.33
18,11.53,5.8,0.34,7.64,31,86.55,100,0
15,2.6,2.06,7.75,6.07,203,100,50,80.05
22,4.98,1.88,5.65,5.62,259,100,0,50.61
31,4.98,2.01,2.69,8.23,282,100,50,42.19
17,5.2,2.62,1.18,8.53,92,100,50,53.27
34,3.64,1.98,1.15,6.26,87,100,0,49.12
29,9.83,5.01,1.34,4.05,239,78.45,100,0
29,3.22,2.44,0.36,7.96,66,100,50,5.37
38,8.35,2.99,7.22,5.43,77,100,50,82.38
36,3.24,1.65,4.33,4.05,43,100,0,55.73
28,2.71,2.17,5.6,8.02,43,100,50,100
,11.09,3.77,6.62,6.59,83,100,50,67.25
28,3.9,3.38,6.33,7.43,274,100,50,60.94
38,10.21,9.11,7.06,8.57,167,97.44,100,25.58
16,7.45,2.63,7.74,6.71,135,100,50,94.08
27,2.78,1.32,3.51,6.52,117,100,0,51.75
28,11.55,6.05,7.6,5.45,258,100,100,44.55
38,4.47,3.42,5.79,5.53,112,100,50,49.8
33,10.6,,0.57,7.98,84,83.45,100,9.32
21,3.69,2.53,5.45,6.25,193,,50,55.6
17,10.54,7.95,5.49,4.82,254,,100,14.78
29,2.13,0.79,7.25,4.47,186,100,0,87.57
37,7.12,5.7,2.98,6.36,256,88,100,0
28,9.69,7.01,4.68,6.32,26,100,100,43.67
25,11.35,7.34,0.1,7.27,62,80.19,100,0
29,11.09,9.25,2.66,6.36,295,72.5,100,0
27,10.2,7.35,0.5,4.72,172,77.32,100,0
32,10.88,4.58,4.17,6.54,62,100,50,28.65
20,3.99,2.23,6.54,8.53,232,100,50,80.96
17,4.84,2.89,1.65,4.8,220,97.77,50,
33,4.89,1.63,4.22,7.45,174,100,0,74.76
29,5.77,5.04,1.63,6.97,239,88.15,100,9.57
39,5.93,2.24,0.97,7.74,172,100,50,19.11
37,7.45,5.35,4.09,4.75,55,94.5,100,11.83
19,3.6,2.17,0.63,8.71,245,100,50,19.49
24,8.91,2.81,4.7,7.1,140,100,50,46.77
21,3.68,3.15,0.25,8.24,28,100,50,5.67
39,5.1,4.14,0.85,5.23,200,93.58,50,4.88
31,7.03,4.32,4.4,7.7,40,100,50,42.84
21,9.96,4.36,4.73,7.91,291,100,50,47.19
36,9.39,3.5,0.23,5.99,213,91.46,50,0
26,8.46,4.38,4.59,5.92,45,100,50,53.61
39,3.56,1.61,6.71,7.29,117,100,0,96.11
31,7.47,4.51,5.78,4.47,238,100,50,40.55
27,2.87,2.53,1.05,7.68,292,98.27,50,42.85
34,5.77,3.72,4.74,4.21,85,100,50,29.09
39,6.14,5.12,5.38,4.95,130,95.52,100,31.81
18,2.4,1.66,0.3,7.32,231,100,0,25.92
24,4.74,2.77,6.84,4.49,190,100,50,71.43
17,11.56,9.4,7.25,8.86,78,100,100,30.47
23,11.54,6.73,6.8,8.34,,100,100,54.05
27,5.52,4.53,6.6,7.13,286,100,50,57.05
32,2.43,1.15,,8.1,173,100,0,100
29,3.79,1.43,5.07,8.44,21,100,0,
18,5.92,4.81,5.43,5.3,188,100,50,47.49
29,11.48,7.49,6.45,8.25,233,100,100,34.95
36,3.41,2.84,5.3,4.97,270,100,50,39.53
16,9.64,8.32,2.62,6.07,50,81.22,100,0
29,3.09,1.03,3.01,6.79,202,100,0,55.23
22,11.81,7.09,,7.57,208,100,100,61.44
22,5.82,3.06,0.14,4.15,232,94.78,50,0
31,9.75,6.59,5.59,5.45,146,100,100,45.86
26,5.43,4.21,7.64,7.04,42,100,50,85.52
33,8.28,3.88,5.65,5.79,37,100,50,63.31
24,3.92,2.49,7.95,7.88,98,100,50,100
23,3.46,2.51,5.5,7.26,53,100,50,65.57
19,11.38,4.33,0.27,5.17,126,95.72,50,0
20,11.18,8.81,6.62,4.73,218,88.3,100,19.63
34,10.87,7.21,2.28,7.15,210,78.8,100,0
,8.25,7.18,3.57,6.25,251,78.7,100,4.32
38,10.08,5.08,2.5,,81,96.8,100,0
27,2.69,0.98,2.15,5.63,61,100,0,47.71
20,5.35,3.23,3.45,5.52,43,100,50,33.56
19,5.14,1.81,3.03,4.54,182,100,0,29.01
39,8.36,7.37,5.07,6.73,202,95.12,100,11.07
15,5.56,1.8,6.51,7.82,114,100,0,79.73
35,3.49,2.62,2.38,6.88,102,100,50,20.98
